,bTOP,bJUG,bMID,bADC,bSUP,rTOP,rJUG,rMID,rADC,rSUP,win
0,Jayce,LeeSin,Zoe,Draven,Lulu,Fiora,XinZhao,Yone,Seraphine,Anivia,True
0,JarvanIV,Talon,Katarina,Caitlyn,Lux,Camille,LeeSin,Sylas,Lucian,Nami,True
0,Olaf,Taliyah,Rumble,MissFortune,Karma,Kennen,Graves,Corki,Aphelios,Lulu,False
0,Kennen,Nidalee,Yone,MissFortune,Leona,Ryze,LeeSin,Syndra,Tristana,Yuumi,True
0,Kennen,Talon,TwistedFate,Aphelios,Morgana,JarvanIV,Hecarim,Galio,Jhin,Rakan,False
0,Karma,Hecarim,Zed,Jinx,Thresh,Lulu,XinZhao,Ekko,Aphelios,Blitzcrank,True
0,Camille,Nidalee,AurelionSol,MissFortune,Rell,Yone,Kayn,Graves,Jhin,Teemo,True
0,Fiora,Talon,Zoe,Aphelios,Leona,Camille,LeeSin,Ryze,Syndra,Rakan,True
0,Camille,Taliyah,TwistedFate,Kaisa,Rell,Irelia,Elise,Pantheon,Ezreal,Shaco,True
0,Irelia,LeeSin,TwistedFate,Ezreal,Taliyah,Fiora,Sejuani,Quinn,Aphelios,Rakan,True
0,Gwen,Qiyana,Leblanc,MissFortune,Thresh,Jayce,LeeSin,Lissandra,Draven,Taric,False
0,Jayce,Talon,Zoe,Jhin,Anivia,Kennen,Graves,Lulu,MissFortune,Pyke,False
0,Camille,Nidalee,Akshan,Draven,Braum,Azir,LeeSin,Zoe,Lucian,Leona,False
0,Nasus,Nocturne,Vex,Ezreal,Yuumi,Sion,Qiyana,Sylas,Lucian,Lulu,True
0,Renekton,Chogath,Zoe,Kalista,Pyke,Graves,Zac,Yone,Syndra,Rakan,False
0,Yone,LeeSin,Yasuo,Ziggs,Rakan,Jax,RekSai,Sylas,Jinx,Lulu,True
0,Jayce,Chogath,Graves,Lucian,Yuumi,Tryndamere,Poppy,Akali,Caitlyn,Lux,True
0,Gangplank,LeeSin,Zoe,Caitlyn,Lux,Graves,Ekko,Akshan,Lucian,Pyke,False
0,Viktor,Talon,Irelia,Xayah,Galio,Gragas,LeeSin,Syndra,Jhin,Maokai,True
0,Graves,Ekko,Irelia,Aphelios,Thresh,Aatrox,LeeSin,Akali,Ezreal,Yuumi,False
0,Kennen,LeeSin,Vex,Aphelios,Thresh,Jayce,Vi,Leblanc,Jinx,Lulu,False
0,Tryndamere,Khazix,Zoe,Jhin,Sett,Jayce,Talon,Yone,Jinx,Lulu,True
0,Sylas,LeeSin,Malphite,Kindred,Bard,Aatrox,Nidalee,Jayce,Jhin,Yuumi,True
0,Yasuo,LeeSin,Viktor,Ziggs,Rakan,Graves,Karthus,Qiyana,Draven,Pyke,True
0,Viktor,Poppy,Ryze,Twitch,Lux,Vladimir,Hecarim,Syndra,Caitlyn,Karma,True
0,Jayce,Nidalee,TwistedFate,Caitlyn,Nami,Gragas,Viego,Akali,Aphelios,Thresh,True
0,Irelia,Talon,Yasuo,Jhin,Karma,Quinn,Diana,Graves,Caitlyn,Lux,False
0,Kennen,Talon,Lissandra,Caitlyn,Lux,Sylas,Gragas,Yasuo,Jhin,Rakan,False
0,Sylas,Ekko,Yone,Caitlyn,Lux,Ornn,LeeSin,Viktor,Aphelios,Lulu,True
0,Camille,Talon,Leblanc,Samira,Blitzcrank,Viktor,LeeSin,Tryndamere,Kaisa,Thresh,False
0,Yone,Talon,MissFortune,Ziggs,Rakan,Gwen,Viego,Zoe,Tristana,Pyke,True
0,Kennen,LeeSin,Ekko,Jhin,Rell,Taric,Zed,Talon,Draven,Lux,True
0,Graves,LeeSin,Vex,Jhin,Leona,Jayce,Nidalee,Renekton,Jinx,Braum,False
0,Kindred,Graves,Ahri,Jhin,Rakan,Ryze,LeeSin,Zoe,Twitch,Alistar,False
0,Camille,Kindred,Galio,Jhin,Leona,Jax,Ekko,Aatrox,Lucian,Nami,False
0,Jayce,Qiyana,Leblanc,Ezreal,Leona,Rumble,Nidalee,Draven,Jhin,Alistar,False
0,Yone,Karthus,Kassadin,Caitlyn,Karma,Gwen,LeeSin,Ryze,Jhin,Lux,False
0,Akshan,Nidalee,Sylas,Caitlyn,Leona,Kennen,Viego,Vex,Aphelios,Galio,True
0,Kennen,Talon,Jayce,Xerath,Leona,Yone,LeeSin,Vex,Jinx,Thresh,True
0,Ornn,Ekko,Yone,Jinx,Rakan,Renekton,Graves,Zoe,Kaisa,Gragas,True
0,Fiora,LeeSin,TwistedFate,Aphelios,Rakan,Camille,Taliyah,Yone,Lucian,Yuumi,True
0,Yasuo,Talon,Syndra,Samira,Alistar,Renekton,Ekko,Yone,Jhin,Leona,True
0,Viktor,RekSai,Akshan,Jhin,Nautilus,Yone,XinZhao,Syndra,Ezreal,Senna,True
0,Zac,Kayn,Ryze,Aphelios,Thresh,Graves,XinZhao,Xerath,Jinx,Morgana,False
0,Camille,Nidalee,Jayce,Lucian,Nami,Akshan,Viego,Vex,MissFortune,Alistar,False
0,Graves,Poppy,Syndra,Jhin,Leona,Kennen,LeeSin,Vex,Lucian,Nami,False
0,Malphite,Graves,Zoe,Lucian,Maokai,Kennen,Zac,Vex,Aphelios,Lulu,True
0,Renekton,LeeSin,Vex,Kaisa,Rakan,Camille,Talon,Zilean,Jhin,Pyke,False
0,Aatrox,Nidalee,Yasuo,Aphelios,Karma,Renekton,RekSai,Vex,Caitlyn,Lulu,False
0,Irelia,Ekko,Yone,Jhin,Lux,Renekton,Viego,Sylas,Xayah,Rakan,False
0,Gwen,Talon,Zoe,Senna,Sett,Jayce,Graves,TwistedFate,Jhin,Bard,False
0,Gnar,LeeSin,Orianna,MissFortune,Leona,TahmKench,Kindred,Akali,Xayah,Rakan,False
0,Kennen,JarvanIV,Vex,Draven,Thresh,Graves,Hecarim,Syndra,Jhin,Xerath,False
0,Teemo,Graves,Katarina,Aphelios,Yuumi,Camille,Karthus,AurelionSol,Caitlyn,Thresh,True
0,Renekton,Hecarim,Zoe,Aphelios,Thresh,Volibear,Nidalee,Yone,Jhin,Rakan,False
0,Viego,LeeSin,Sylas,Caitlyn,Nautilus,Zilean,Gwen,Zed,Jhin,Seraphine,False
0,DrMundo,Rengar,Ryze,Aphelios,Thresh,Sion,Talon,Vex,Kalista,Rakan,False
0,Gwen,LeeSin,Vex,Zac,Senna,Jax,Kindred,Rumble,Aphelios,Pyke,True
0,Camille,Kindred,Vex,Xayah,Rakan,Aatrox,Nidalee,Sett,Jhin,Karma,True
0,Poppy,Taliyah,Renekton,Lucian,Nami,Singed,Ekko,Qiyana,Jhin,Lulu,False
0,Jax,Qiyana,Ryze,Xayah,Nautilus,Graves,Talon,TwistedFate,Jhin,Rakan,False
0,Cassiopeia,RekSai,Akali,Jinx,Lulu,Rumble,LeeSin,Veigar,Aphelios,Thresh,True
0,Akali,Viego,Veigar,Lucian,Nami,Kennen,Hecarim,Kassadin,Jhin,Rakan,True
0,Vayne,Talon,Sylas,Xayah,Rakan,Jayce,Ekko,TwistedFate,Lucian,Yuumi,True
0,Yone,Chogath,Lissandra,Caitlyn,Karma,Sett,Graves,Leblanc,Jhin,Yuumi,True
0,Kennen,LeeSin,Qiyana,Twitch,Leona,Jayce,Viego,Leblanc,Kindred,Alistar,False
0,Jayce,LeeSin,Katarina,Yasuo,Rell,Viktor,Graves,Leblanc,Jhin,Leona,True
0,Camille,XinZhao,Leblanc,Jhin,Thresh,Akali,Nidalee,Akshan,Samira,Rell,False
0,Gragas,Talon,Syndra,Jinx,Thresh,Jayce,Nidalee,Corki,Jhin,Pyke,True
0,Irelia,LeeSin,Viktor,Aphelios,Lulu,Jayce,Nidalee,Qiyana,Caitlyn,Lux,True
0,Renekton,Nidalee,Galio,Jinx,Blitzcrank,Graves,Zac,Leblanc,Jhin,Rakan,True
0,Shen,Kindred,Leblanc,Kaisa,Gragas,Camille,XinZhao,Syndra,Yasuo,Lulu,True
0,Jayce,Ekko,Irelia,Aphelios,Thresh,Tryndamere,LeeSin,Syndra,Jhin,Karma,False
0,Graves,Ekko,Karma,Yasuo,Galio,Gangplank,Nidalee,Syndra,Kaisa,Maokai,True
0,TahmKench,LeeSin,Syndra,Aphelios,Lulu,Jayce,Talon,Akali,Jinx,Thresh,False
0,Akshan,Kayn,Vex,KogMaw,Lulu,Kennen,Graves,TwistedFate,Jhin,Rakan,True
0,Yone,Poppy,Ryze,Jinx,Sett,Jayce,RekSai,Syndra,Xayah,DrMundo,False
0,Tryndamere,Rumble,Akshan,Jinx,Thresh,TahmKench,Zac,TwistedFate,Lucian,Nami,False
0,Renekton,Hecarim,Orianna,Jhin,Shen,Yone,Viego,Akali,MissFortune,DrMundo,False
0,Viktor,LeeSin,Syndra,Jhin,Leona,Jayce,JarvanIV,Ryze,MissFortune,Pyke,True
0,Graves,XinZhao,Lissandra,Jhin,Karma,Jayce,Viego,Leblanc,Xayah,Blitzcrank,False
0,Graves,JarvanIV,Rumble,Ezreal,Rakan,Jax,RekSai,Ryze,Aphelios,Nami,True
0,Jayce,LeeSin,Ekko,Aphelios,Pyke,Olaf,Graves,Syndra,Jhin,Lulu,False
0,Kennen,Viego,Graves,Jhin,Yuumi,Renekton,Talon,TwistedFate,Xayah,Rakan,True
0,Yone,LeeSin,TwistedFate,Rakan,Vayne,Jayce,JarvanIV,Sylas,Xayah,Lux,True
0,Irelia,Rengar,Sylas,Jinx,Nautilus,Graves,Poppy,Yone,Caitlyn,Lulu,True
0,Warwick,Ekko,LeeSin,Jhin,Karma,Renekton,Talon,Vex,Aphelios,Yuumi,True
0,Irelia,Nocturne,TwistedFate,Aphelios,Nautilus,Gragas,LeeSin,Sylas,Jinx,Thresh,True
0,Jayce,Hecarim,TwistedFate,Caitlyn,Lulu,Gragas,Graves,Galio,Lucian,Nami,False
0,Sett,LeeSin,Yone,Ziggs,Karma,Tryndamere,Graves,TwistedFate,Lucian,Leona,False
0,Yone,LeeSin,Vex,Yasuo,DrMundo,Sylas,Talon,Lissandra,Darius,Alistar,True
0,Gragas,Zed,TwistedFate,Xayah,Rakan,Jayce,Karthus,Yone,Jhin,Nautilus,True
0,TahmKench,Kindred,TwistedFate,Jinx,Thresh,Renekton,Viego,Sylas,Caitlyn,Lux,True
0,Hecarim,Viego,Katarina,Samira,Rakan,Jayce,LeeSin,Sylas,Ziggs,Nautilus,False
0,Gwen,Graves,Galio,Lucian,Nami,Yone,XinZhao,Syndra,Draven,Thresh,False
0,Sejuani,Gragas,Yasuo,Ziggs,Pyke,Renekton,LeeSin,TwistedFate,Aphelios,Thresh,False
0,Teemo,LeeSin,Yone,Jhin,Rell,Gwen,JarvanIV,TwistedFate,Draven,Thresh,True
0,Renekton,Poppy,Sylas,Jinx,Thresh,Camille,LeeSin,Lux,Jhin,Leona,True
0,Kennen,Talon,Zoe,Jhin,Rakan,Graves,JarvanIV,TwistedFate,Aphelios,Pyke,False
0,Lulu,Rumble,Yone,Ezreal,Yuumi,Kennen,Graves,Viego,Ziggs,Pyke,True
0,Jayce,Talon,Akali,Lucian,Nami,Kennen,Lillia,Akshan,Jhin,Rakan,True
0,MonkeyKing,Talon,Syndra,Xayah,Nami,Jayce,LeeSin,Ryze,Ezreal,Lulu,True
0,Camille,Graves,Sylas,Aphelios,Thresh,Fiora,Talon,Zoe,Jhin,Pyke,False
0,Jayce,Gragas,Yone,Veigar,Rakan,Graves,LeeSin,Leblanc,Jhin,Leona,True
0,Lucian,LeeSin,TwistedFate,Xayah,Gragas,Jayce,Ekko,Yone,Samira,Rell,False
0,Graves,Qiyana,Ryze,Xerath,Blitzcrank,Gnar,LeeSin,Vex,Kaisa,Pyke,False
0,Akshan,Viego,Lissandra,Jhin,Rakan,Akali,Elise,Graves,Yasuo,Gragas,True
0,Yasuo,XinZhao,Sylas,Ezreal,Bard,Graves,Kindred,Galio,Kalista,Shen,True
0,Ryze,Zed,Fizz,Aphelios,Lulu,Gwen,Talon,Graves,Xayah,Lux,False
0,Sylas,Graves,TwistedFate,Xayah,Pyke,Kennen,LeeSin,Vex,MissFortune,Rakan,False
0,Azir,LeeSin,Ryze,Xayah,Leona,Graves,XinZhao,Leblanc,Ezreal,Senna,True
0,Camille,Talon,Syndra,Caitlyn,Yuumi,Cassiopeia,JarvanIV,Vex,Aphelios,Lulu,False
0,Kennen,Kindred,Vex,Lucian,Karma,Renekton,Kayn,TwistedFate,Caitlyn,Nami,False
0,Renekton,Graves,Leblanc,Jhin,Yuumi,Camille,Kayn,Zoe,Xayah,Rell,True
0,Gnar,Nidalee,Akshan,Aphelios,Karma,Renekton,Taliyah,TwistedFate,Ezreal,Rakan,False
0,Rumble,LeeSin,Syndra,Lucian,Nami,Viktor,XinZhao,TwistedFate,Caitlyn,Lux,True
0,Aatrox,Kindred,Galio,Jhin,Rakan,Ornn,Graves,TwistedFate,Aphelios,Vex,True
0,Fiora,Talon,Leblanc,Jhin,Leona,Poppy,Rengar,Lissandra,Kaisa,Pyke,False
0,Poppy,Graves,Zed,Ziggs,Pyke,Teemo,Nidalee,Viktor,Ezreal,Leona,True
0,Kennen,Viego,TwistedFate,Jinx,Lulu,Graves,JarvanIV,Viktor,Aphelios,Leona,False
0,Singed,JarvanIV,Viktor,Jhin,Neeko,Akshan,LeeSin,Galio,Caitlyn,Bard,True
0,Sylas,Khazix,Ekko,Jhin,Yuumi,Sett,Talon,Viktor,Heimerdinger,Leona,True
0,Tryndamere,Talon,Veigar,Ezreal,Blitzcrank,Aatrox,Graves,Zoe,Jhin,Alistar,False
0,Graves,Qiyana,Viktor,Aphelios,Thresh,Gangplank,Elise,Rumble,MissFortune,Rakan,True
0,Jayce,Ekko,Yone,Aphelios,Lulu,Pantheon,XinZhao,Viktor,Jhin,Zilean,False
0,Teemo,Talon,Viktor,Jhin,Rell,Graves,Kayn,Xerath,Caitlyn,Zilean,True
0,Shen,XinZhao,Viktor,Jhin,Rakan,Rengar,LeeSin,Ryze,MissFortune,Thresh,True
0,Renekton,Kindred,Yone,Ziggs,Maokai,Zilean,Hecarim,Leblanc,Vayne,Rakan,False
0,Singed,Khazix,Akshan,Caitlyn,Blitzcrank,Jax,Viego,TwistedFate,Aphelios,Thresh,False
0,Singed,Hecarim,Vex,Aphelios,Karma,Sion,Nidalee,Sett,Caitlyn,Lux,True
0,Vayne,Graves,Lissandra,Xerath,Leona,Sylas,Hecarim,Leblanc,Aphelios,Nautilus,False
0,Rengar,Graves,Lissandra,Jhin,Yuumi,Jax,Viego,Leblanc,MissFortune,Lux,True
0,Poppy,Nidalee,Yasuo,MissFortune,Leona,Darius,Kindred,Lulu,Draven,Thresh,True
0,Malphite,Taliyah,Kassadin,Kaisa,Zac,Singed,Graves,Sett,Ziggs,Pyke,False
0,Jayce,LeeSin,Viktor,Caitlyn,Senna,Aatrox,Viego,Ryze,Jhin,Karma,True
0,Tryndamere,Viego,Sylas,Tristana,Alistar,Yone,Vi,Viktor,Vayne,Leona,True
0,Zilean,LeeSin,TwistedFate,Jinx,Pyke,Jayce,Viego,Galio,Ziggs,Maokai,True
0,Kennen,Nocturne,Galio,Jhin,Rakan,Sylas,Vi,Leblanc,Caitlyn,Morgana,True
0,Singed,XinZhao,Leblanc,Jinx,Leona,Camille,LeeSin,Lissandra,MissFortune,Thresh,False
0,Teemo,Viego,Vex,Jinx,Lulu,Irelia,Nidalee,Viktor,Lucian,Nami,False
0,Lulu,Graves,TwistedFate,Kaisa,Leona,Gangplank,Talon,Vex,Lucian,Nami,True
0,Yasuo,LeeSin,Talon,Ziggs,Leona,Zilean,Kayn,Yone,Ezreal,Yuumi,True
0,Aatrox,Ekko,Qiyana,Draven,Blitzcrank,Chogath,LeeSin,Lissandra,Jinx,Thresh,False
0,Ornn,Zed,Sylas,Draven,Leona,Poppy,Hecarim,Viktor,MissFortune,Braum,True
0,Kennen,Viego,Sylas,Aphelios,Thresh,Jayce,Graves,Fizz,Jinx,Lulu,False
0,Camille,LeeSin,Vex,Xayah,Rakan,Irelia,Hecarim,Lulu,Kindred,Maokai,False
0,Jayce,XinZhao,Lulu,Ziggs,Alistar,Camille,Hecarim,TwistedFate,Kaisa,Rakan,True
0,Jayce,Graves,Kassadin,Varus,Rakan,Camille,LeeSin,Viktor,MissFortune,Lux,True
0,Singed,Poppy,Leblanc,Draven,Leona,Gnar,LeeSin,Vex,Ziggs,Gragas,False
0,Graves,LeeSin,Syndra,Draven,Nautilus,Singed,Talon,Viktor,Caitlyn,Braum,True
0,Tryndamere,Zac,Yasuo,Ziggs,Poppy,Lucian,Diana,Yone,Caitlyn,Morgana,False
0,Camille,Ekko,Yone,MissFortune,Yuumi,Vayne,Poppy,Viktor,Ezreal,Leona,True
0,Rumble,Karthus,Yasuo,Lucian,Nami,Camille,LeeSin,Viktor,Aphelios,Thresh,False
0,Aatrox,Olaf,Sylas,Kaisa,Alistar,Sett,Taliyah,Yone,Ezreal,Shen,False
0,Camille,LeeSin,TwistedFate,Aphelios,Nami,Gnar,Ekko,Viktor,Yasuo,Thresh,False
0,Camille,Viego,Viktor,MissFortune,Leona,Jayce,Taliyah,Sion,Vayne,Alistar,True
0,Camille,LeeSin,Viktor,Draven,Leona,Yone,Nidalee,Vex,Xayah,Rakan,True
0,Riven,Viego,Leblanc,Ezreal,Anivia,Gragas,LeeSin,Lissandra,Kaisa,Pyke,True
0,Singed,LeeSin,Yone,Ziggs,Pyke,Malphite,Qiyana,Kassadin,Ezreal,Karma,False
0,Kennen,Graves,Viego,Ziggs,Leona,Tryndamere,Trundle,Syndra,Aphelios,Thresh,True
0,Graves,Olaf,Zoe,Ziggs,Thresh,Jayce,Karthus,Yone,Aphelios,Lulu,True
0,Jayce,Viego,Sylas,Jhin,Ekko,LeeSin,Poppy,Orianna,MissFortune,Yuumi,False
0,Gnar,Ekko,Talon,MissFortune,Rakan,Aatrox,Graves,Viktor,Draven,Thresh,False
0,Fiora,LeeSin,Leblanc,Draven,Alistar,Camille,Graves,Lissandra,Ziggs,Pyke,False
0,Akshan,Ekko,Irelia,Jinx,Thresh,Quinn,Zed,Viktor,Caitlyn,Morgana,True
0,Akshan,Qiyana,TwistedFate,Xayah,Nautilus,Jax,Viego,Sylas,Jinx,Thresh,False
0,Shen,JarvanIV,Zoe,Lucian,Nami,Irelia,Karthus,Orianna,Jhin,Pyke,False
0,Yone,Poppy,Sett,Draven,Lulu,LeeSin,Gragas,Yasuo,Aphelios,Pyke,True
0,Jayce,Olaf,Ryze,Jhin,Gragas,Ekko,XinZhao,Yone,Kaisa,Nautilus,True
0,Camille,RekSai,TwistedFate,Jhin,Nautilus,Viego,Ekko,Syndra,Draven,Leona,False
0,Camille,Hecarim,Zoe,Jhin,Nautilus,Graves,Ekko,Karma,Caitlyn,Braum,True
0,Graves,LeeSin,Leblanc,Jinx,Braum,Jayce,Taliyah,Irelia,Aphelios,Thresh,True
0,Renekton,Poppy,Zoe,Jinx,Rakan,Shen,Kindred,Galio,Twitch,Lulu,False
0,Aatrox,Taliyah,Yone,Aphelios,Lulu,Renekton,XinZhao,Zoe,Jinx,Thresh,False
0,Yone,Ekko,Vladimir,Jinx,Braum,Jayce,Graves,Leblanc,Caitlyn,Thresh,True
0,Kennen,Talon,TwistedFate,Jhin,Alistar,Jayce,LeeSin,Zoe,Ziggs,Pyke,True
0,Jayce,RekSai,Syndra,Jhin,Rakan,Yone,JarvanIV,AurelionSol,Jinx,Lulu,True
0,Sion,Nidalee,Ryze,Jhin,Leona,Fiora,Graves,Zoe,Aphelios,Maokai,False
0,Rumble,XinZhao,Zoe,Aphelios,Lulu,Irelia,Kindred,Orianna,Ashe,Thresh,True
0,Kennen,Graves,Syndra,Ezreal,Yuumi,DrMundo,Kindred,Zoe,Aphelios,Braum,True
0,Riven,Zed,Ryze,Jhin,Karma,Graves,Ekko,Sett,Jinx,Lulu,False
0,Riven,Nidalee,Talon,Lucian,Nami,Graves,LeeSin,TwistedFate,Xayah,Lulu,False
0,Malphite,Vi,Zoe,Jinx,Lulu,Kennen,LeeSin,Sylas,Jhin,Rakan,False
0,Kennen,Kindred,Zoe,Aphelios,Braum,Gangplank,Graves,Syndra,Seraphine,Leona,True
0,Camille,LeeSin,Galio,Lucian,Nami,Kennen,XinZhao,Zoe,Caitlyn,Thresh,False
0,Akshan,Qiyana,Ryze,Caitlyn,Lux,Renekton,Ekko,Zoe,Jinx,Rakan,True
0,Renekton,Viego,Ryze,Caitlyn,Lux,Jayce,Ziggs,Zoe,0,Thresh,True
0,Sett,Nidalee,Syndra,Lucian,Nami,Vayne,Graves,Irelia,Xayah,Xerath,True
0,Fiora,Graves,Vex,Jhin,Zyra,Jax,Rengar,Zoe,Xayah,Leona,False
0,Akali,JarvanIV,Orianna,Caitlyn,Lux,Graves,Kindred,Zoe,Jhin,Zyra,False
0,MonkeyKing,Graves,Xerath,Xayah,Rakan,Akshan,Poppy,Vex,Caitlyn,Lux,False
0,Urgot,Nidalee,Sett,Jhin,Gragas,Renekton,Ekko,Jayce,Caitlyn,Lulu,False
0,Kennen,Talon,Leblanc,Caitlyn,Lux,Quinn,Gragas,Irelia,Xayah,Rakan,False
0,Renekton,LeeSin,Syndra,Kalista,Leona,Vladimir,Hecarim,Leblanc,Jhin,Shen,True
0,Rumble,Viego,Vex,Draven,Maokai,Renekton,Kayn,Sylas,Cassiopeia,Leona,True
0,Renekton,Viego,Katarina,Draven,Alistar,Vayne,Talon,Zoe,Cassiopeia,Blitzcrank,True
0,Renekton,Hecarim,Zoe,Ezreal,Yuumi,Rumble,Viego,Orianna,Xayah,Karma,False
0,Fiora,RekSai,Katarina,Xayah,Leona,Sejuani,LeeSin,Azir,Jhin,Braum,True
0,Gragas,XinZhao,Zoe,Sivir,Pyke,Aatrox,LeeSin,Lux,Jhin,Blitzcrank,True
0,DrMundo,Talon,Katarina,Aphelios,Lulu,Graves,LeeSin,Malzahar,Lucian,Nami,True
0,Gwen,Graves,Sylas,Aphelios,Lulu,Shen,Viego,Katarina,Jhin,Yuumi,False
0,Camille,Graves,Katarina,Jhin,Rakan,Fiora,Taric,Vex,Jinx,Lulu,False
0,Kennen,LeeSin,Aatrox,Heimerdinger,Karma,Vi,Nidalee,Qiyana,Jhin,Rakan,False
0,Graves,Zed,Sylas,Jinx,Thresh,Tryndamere,JarvanIV,Zoe,Caitlyn,Lux,False
0,Graves,LeeSin,Fizz,Aphelios,Leona,Aatrox,XinZhao,Katarina,Heimerdinger,Rakan,False
0,Renekton,LeeSin,Ryze,Xayah,Rakan,Gnar,Shaco,TwistedFate,Aphelios,Lulu,False
0,Renekton,Nidalee,Fizz,Lucian,Leona,Quinn,Graves,Syndra,Jhin,Bard,False
0,Gnar,Graves,Syndra,Jhin,Karma,Renekton,Taliyah,Vi,MissFortune,Lulu,True
0,Renekton,LeeSin,Vex,Caitlyn,Lux,Gangplank,Viego,Zoe,Jhin,Karma,True
0,Renekton,Viego,Leblanc,Aphelios,Pyke,Camille,LeeSin,Lissandra,Draven,Thresh,False
0,Renekton,Zed,Katarina,Ziggs,Rakan,Kennen,Graves,Galio,Jhin,Leona,True
0,Gragas,LeeSin,Sylas,Draven,Pyke,Teemo,Talon,Orianna,Ezreal,Poppy,True
0,Teemo,LeeSin,Zoe,Jinx,Rell,Gragas,Viego,Yone,Yasuo,Thresh,True
0,Tryndamere,Viego,Zoe,Aphelios,Alistar,Camille,Gragas,Yasuo,Jinx,Thresh,True
0,Akshan,Taliyah,Irelia,Jinx,Leona,LeeSin,Nidalee,Yone,Jhin,Karma,False
0,Renekton,Viego,Sylas,KogMaw,Lulu,Quinn,Udyr,Ryze,Ziggs,Rakan,False
0,Jax,XinZhao,Zoe,Lucian,Nami,Akshan,Nidalee,Viktor,Jinx,Lulu,True
0,Jayce,Chogath,Graves,Lucian,Yuumi,Tryndamere,Poppy,Akali,Caitlyn,Lux,True
0,Kennen,Graves,Viktor,Aphelios,Thresh,Jayce,LeeSin,TwistedFate,Jinx,Lulu,False
0,Viktor,LeeSin,Sylas,Xayah,Rakan,Gragas,XinZhao,Sett,Jinx,Thresh,False
0,Shen,XinZhao,Viktor,Draven,Thresh,Akali,LeeSin,Syndra,Twitch,Leona,True
0,Camille,XinZhao,TwistedFate,Jinx,Lulu,Gragas,Viego,Yasuo,Jhin,Karma,True
0,Jayce,LeeSin,Leblanc,Caitlyn,Pyke,MonkeyKing,Vi,Orianna,MissFortune,Bard,True
0,Jayce,Talon,Syndra,Jinx,Thresh,Graves,Viego,Viktor,Jhin,Leona,True
0,Jax,JarvanIV,Sylas,Kaisa,Nautilus,Kennen,Nocturne,Akali,Ashe,Rakan,False
0,Aatrox,Graves,Zoe,Caitlyn,Lux,Yone,XinZhao,Viktor,Jhin,Zac,False
0,Jayce,JarvanIV,Leblanc,Jhin,Yuumi,Lucian,Talon,Vex,Jinx,Thresh,False
0,Camille,Talon,Galio,Caitlyn,Morgana,Gwen,LeeSin,TwistedFate,Jinx,Thresh,False
0,Akshan,Ekko,Yone,Jhin,Lux,Jayce,Talon,Ryze,Jinx,Rakan,False
0,Akali,Gwen,Riven,Aphelios,Lulu,Vayne,Hecarim,Zoe,Ziggs,Rakan,False
0,Gragas,Talon,Ryze,Jinx,Thresh,Jayce,Poppy,Sylas,Caitlyn,Lux,True
0,Poppy,Gragas,TwistedFate,Jhin,Rakan,Jax,LeeSin,Sylas,Lucian,Lux,True
0,Jax,Nocturne,Akali,Jhin,Galio,Camille,Zed,Syndra,Xayah,Rakan,False
0,Azir,Talon,Orianna,Yasuo,Pyke,Irelia,Warwick,Akali,Jinx,Thresh,False
0,Yone,LeeSin,TwistedFate,Rakan,Vayne,Jayce,JarvanIV,Sylas,Xayah,Lux,True
0,Irelia,Rengar,Sylas,Jinx,Nautilus,Graves,Poppy,Yone,Caitlyn,Lulu,True
0,Yone,Talon,Akshan,Ziggs,Rakan,Gragas,Nidalee,Yasuo,Jinx,Thresh,True
0,Irelia,Qiyana,Syndra,MissFortune,Karma,Warwick,Nidalee,Yone,Caitlyn,Lux,True
0,Jax,Trundle,TwistedFate,Jinx,Thresh,Kennen,Gwen,Yone,Jhin,Leona,False
0,Jayce,Hecarim,TwistedFate,Caitlyn,Lulu,Gragas,Graves,Galio,Lucian,Nami,False
0,Irelia,XinZhao,TwistedFate,Jinx,Thresh,Jayce,Rengar,Zoe,Aphelios,Rakan,True
0,Vayne,Elise,Sylas,Jinx,Thresh,Jayce,Sejuani,Akali,Jhin,Karma,True
0,Graves,Diana,Viktor,Ashe,Lulu,Gangplank,Taliyah,Sett,Caitlyn,Leona,False
0,Yone,Ekko,TwistedFate,Lucian,Nami,Yasuo,LeeSin,Lux,Aphelios,Leona,True
0,Akshan,JarvanIV,Syndra,Aphelios,Lulu,Jax,XinZhao,Zoe,Jinx,Thresh,True
0,Leblanc,Evelynn,Renekton,Xayah,Rakan,Gangplank,LeeSin,Lissandra,Jinx,Thresh,False
0,Gwen,Karthus,Yone,Jinx,Lulu,Malphite,Viego,Katarina,Jhin,Rakan,True
0,Riven,LeeSin,Galio,Jinx,Thresh,Gwen,Taliyah,Yone,Caitlyn,Karma,False
0,Camille,Zac,Galio,Aphelios,Lulu,Gwen,LeeSin,TwistedFate,Lucian,Nami,True
0,Irelia,Zac,Sylas,Jhin,Karma,Jax,Lillia,Yone,Caitlyn,Rakan,True
0,Renekton,Shaco,Vex,Lucian,Nami,Gwen,Elise,Zed,Aphelios,Thresh,False
0,Galio,LeeSin,Ryze,Jinx,Thresh,Irelia,Viego,Zoe,Lucian,Nami,True
0,Akali,Zed,Graves,Jhin,Lulu,Aatrox,Talon,Orianna,Vayne,Karma,True
0,Sett,Diana,Yasuo,Jinx,Leona,Yone,Nunu,Ryze,Samira,Rell,True
0,Akali,Zed,Irelia,Jhin,Rakan,Gangplank,Talon,Galio,Ziggs,Pyke,True
